,raw_words,task,quadruples
77,Patrick is becoming stronger character but the entire scenario is losing steam .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['scenario']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
78,I was riveted .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
79,"With this in mind , Christina Lamb has written a superb book that attempts to gather together all the moving parts and provide some clarity .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 10, 'to': 11, 'term': ['superb']}, 'sentiment': 'POS'}]"
80,But the war continues onward and the family continue to fight now.Where the Heart Is is the fourth book in Campion series by Annie Groves and I think that it has been the best book so far .,ACOS,"[{'aspect': {'from': 11, 'to': 15, 'term': ['now.Where', 'the', 'Heart', 'Is']}, 'category': 'Book#General', 'opinion': {'from': 33, 'to': 34, 'term': ['best']}, 'sentiment': 'POS'}]"
81,It was a good read & as usual I 'll probably reread it again .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['good']}, 'sentiment': 'POS'}]"
82,Thanx,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Thanx']}, 'sentiment': 'POS'}]"
83,"Dr Mukherjee , wisely discusses cancer in the context of patients , those of us who suffer .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 3, 'to': 4, 'term': ['wisely']}, 'sentiment': 'POS'}]"
84,"As a reader of heavier more twisted Nordic Noir books , I have difficulties with this , but do read her works regularly as I am frequently asked for NN recommendations.Source : Edelweiss for PegasusWould I recommend ?",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
85,"However , too many hidden agendas and shifting allegiances brought a good story down.My Egyptian , Macedonian and Greek history is definitely rusty .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 21, 'to': 23, 'term': ['definitely', 'rusty']}, 'sentiment': 'NEG'}, {'aspect': {'from': 12, 'to': 13, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
86,It showcases the pain and suffering of those who are ravaged by this beast .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
87,Will read all of her books also !,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['books']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
88,"Obnoxious characters from a reality show that is being filmed in this town of Fjllbacka , in Tanum Municipality .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['characters']}, 'category': 'Content#Characters', 'opinion': {'from': 0, 'to': 1, 'term': ['Obnoxious']}, 'sentiment': 'NEG'}]"
89,I am a fan of Gordon Ramsay and his style .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Gordon', 'Ramsay']}, 'category': 'Book#Author', 'opinion': {'from': 3, 'to': 4, 'term': ['fan']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['style']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fan']}, 'sentiment': 'POS'}]"
90,But there 's another kind of enjoyment I get from Hobb 's work .,ACOS,"[{'aspect': {'from': 11, 'to': 13, 'term': [""'s"", 'work']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['Hobb']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
91,Though probably realistic there was no clear conclusion to one case .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['conclusion']}, 'category': 'Content#Plot', 'opinion': {'from': 5, 'to': 7, 'term': ['no', 'clear']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 1, 'to': 3, 'term': ['probably', 'realistic']}, 'sentiment': 'POS'}]"
92,While Pug and his allies ponder a magical mystery which may somehow be linked to all of this madness.There is much to like in this book .,ACOS,"[{'aspect': {'from': 25, 'to': 26, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 22, 'to': 23, 'term': ['like']}, 'sentiment': 'POS'}]"
93,Enjoy !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Enjoy']}, 'sentiment': 'POS'}]"
94,To what does it refer ?,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
95,entertaining but she 's no Hugo .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['entertaining']}, 'sentiment': 'POS'}]"
96,This was my fifth Lackberg book and got fed up with sameness of plot and four letter words .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
97,"The book is critical to the series , but it felt like it was written by someone else other that the named author .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['critical']}, 'sentiment': 'POS'}]"
98,I have profound respect for Robin Hobb as a writer .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Robin', 'Hobb']}, 'category': 'Book#Author', 'opinion': {'from': 2, 'to': 4, 'term': ['profound', 'respect']}, 'sentiment': 'POS'}]"
99,Well help you let go of any magic bullet cancer cure fantasies .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
100,Loved this book .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Loved']}, 'sentiment': 'POS'}]"
101,"Although that signals the end of a wonderful story line , the story itself has gotten more complex over time .",ACOS,"[{'aspect': {'from': 8, 'to': 10, 'term': ['story', 'line']}, 'category': 'Content#Plot', 'opinion': {'from': 7, 'to': 8, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 16, 'to': 18, 'term': ['more', 'complex']}, 'sentiment': 'NEG'}]"
102,I would have to say that the story was definitely interesting .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 9, 'to': 11, 'term': ['definitely', 'interesting']}, 'sentiment': 'POS'}]"
103,I 've been reading Faye Kellerman 's books for at least 7 years and The Burnt House is her best yet .,ACOS,"[{'aspect': {'from': 14, 'to': 17, 'term': ['The', 'Burnt', 'House']}, 'category': 'Book#General', 'opinion': {'from': 19, 'to': 20, 'term': ['best']}, 'sentiment': 'POS'}]"
104,very very satisfied with their service and look for them in the future for other purchases .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 3, 'term': ['very', 'very', 'satisfied']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['them']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
105,"And what should have been a clever plot device with Soldier 's Son and Nevare just wound up being clumsy and annoying to read , and really not that interesting .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': 26, 'to': 30, 'term': ['really', 'not', 'that', 'interesting']}, 'sentiment': 'NEU'}]"
106,"I 'm a HUGE fan of Faye Kellerman 's husband , Jonathan Kellerman but have n't been able to get into her novels.My biggest problem with Burnt House is the fact that Decker does n't believe in coincidences .",ACOS,"[{'aspect': {'from': 26, 'to': 28, 'term': ['Burnt', 'House']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
107,Everything is concluded in a satisfying way which I always prefer to the downright incomplete endings that some authors throw in .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['way']}, 'category': 'Book#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['satisfying']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 16, 'term': ['endings']}, 'category': 'Content#Plot', 'opinion': {'from': 9, 'to': 11, 'term': ['always', 'prefer']}, 'sentiment': 'POS'}]"
108,The main characters are realistic and she does a good job with dialog .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['job']}, 'category': 'Book#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
109,"As a voracious reader of many genres who experiences books in a visceral manner , and as a woman who was physically incapable of bearing children , I knew this story would be painful and tried to avoid it .",ACOS,"[{'aspect': {'from': 30, 'to': 31, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 33, 'to': 34, 'term': ['painful']}, 'sentiment': 'POS'}, {'aspect': {'from': 30, 'to': 31, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
110,The author of this excellent book thinks in monarchic terms .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 4, 'to': 5, 'term': ['excellent']}, 'sentiment': 'POS'}]"
111,Celeste Jones ' book is a no-holds-barred riveting story that starts out in high gear and gets right into the story - a true story - of growing up in a cult with a very peculiar set of life philosophies .,ACOS,"[{'aspect': {'from': 0, 'to': 4, 'term': ['Celeste', 'Jones', ""'"", 'book']}, 'category': 'Book#General', 'opinion': {'from': 7, 'to': 8, 'term': ['riveting']}, 'sentiment': 'POS'}, {'aspect': {'from': 38, 'to': 40, 'term': ['life', 'philosophies']}, 'category': 'Content#Plot', 'opinion': {'from': 34, 'to': 36, 'term': ['very', 'peculiar']}, 'sentiment': 'NEU'}, {'aspect': {'from': 0, 'to': 4, 'term': ['Celeste', 'Jones', ""'"", 'book']}, 'category': 'Book#General', 'opinion': {'from': 6, 'to': 7, 'term': ['no-holds-barred']}, 'sentiment': 'POS'}]"
112,If you love mysteries you 'll love this one .,ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['this', 'one']}, 'category': 'Book#General', 'opinion': {'from': 6, 'to': 7, 'term': ['love']}, 'sentiment': 'POS'}]"
113,Really wonderfully research and written.As a person with cancer my opinion is that this book is a must read .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Quality', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'wonderfully']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'wonderfully']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 17, 'to': 18, 'term': ['must']}, 'sentiment': 'POS'}]"
114,"For me , with this last book , it just really sours the whole seris .",ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['last', 'book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
115,"All in all , an exciting tale with a big surprise ending .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['ending']}, 'category': 'Content#Plot', 'opinion': {'from': 9, 'to': 11, 'term': ['big', 'surprise']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['tale']}, 'category': 'Content#Plot', 'opinion': {'from': 5, 'to': 6, 'term': ['exciting']}, 'sentiment': 'POS'}]"
116,I ca n't put the book down .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
117,Even though I did n't love the trilogy there are moments that must be experienced by any fanstasy lover .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['trilogy']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 6, 'term': ['did', ""n't"", 'love']}, 'sentiment': 'NEG'}]"
118,"Enjoyed Paul 's sons remembrances of fun times with Diana , William and Harry.I loved the photos of Diana 's apt .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 14, 'to': 15, 'term': ['loved']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 0, 'to': 1, 'term': ['Enjoyed']}, 'sentiment': 'POS'}]"
119,I loved the way the author built up the mystery and kept adding to it so you got a nice rounded story .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['author']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['way']}, 'category': 'Book#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}, {'aspect': {'from': 21, 'to': 22, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 19, 'to': 20, 'term': ['nice']}, 'sentiment': 'POS'}]"
120,I enjoyed it from the first book to the very last .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
121,I 'm delighted that this book is finally in print as I 've had it on my wish list for the past three years after I 'd read that Ms. Lamb would be publishing another book about Afghanistan .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 2, 'to': 3, 'term': ['delighted']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
122,Id recommend it for anyone .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}]"
123,I 've never been overly found of most of the characters other than Pug and Thomas ( and perhaps Macros and Nakor ) but those two individuals more than make up for the rest for me even though we saw little of Thomas this time around .,ACOS,"[{'aspect': {'from': 24, 'to': 27, 'term': ['those', 'two', 'individuals']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
124,A story that grabbed this reader and wo n't let go .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
125,"Was hoping to read more from this author but when I went to see what to read next by Cathy Glass , all of her books are out of my fixed income .",ACOS,"[{'aspect': {'from': 19, 'to': 21, 'term': ['Cathy', 'Glass']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['books']}, 'category': 'Book#Prices', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
126,Always a gripping mystery and a satisfying resolution .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 2, 'to': 3, 'term': ['gripping']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 6, 'to': 7, 'term': ['satisfying']}, 'sentiment': 'POS'}]"
127,"Although the main protagonists appear in her other novels , it is not necessary to read them to enjoy this book .",ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['main', 'protagonists']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
128,I felt close to Nevare but not to Soldier 's Boy .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['Nevare']}, 'category': 'Content#Characters', 'opinion': {'from': 2, 'to': 3, 'term': ['close']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 11, 'term': ['Soldier', ""'s"", 'Boy']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
